"North Atlantic Imports, LLC",,,,,,,,,,,,,,,,,,,,,
NAI,,,,,,,,,,,,,,,,,,,,,
Custom Stock Ledger MTD Xudong,,,,,,,,,,,,,,,,,,,,,
"October 1, 2021 - October 25, 2021",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Item ,Location ,Description ,Class ,Department ,Subsidiary ,Beginning Inv Qty On-hand ,Beginning Average Cost ,Beginning Inv On-hand Value ,Receipts ,Other Inv Inputs ,Total Input Quantity ,Value of Inputs ,Last Receipt Date ,Sales ,Other Inv Outputs ,Total Output Quantity ,Value of Outputs ,LAST SALES DATE ,Ending Inv Qty On-hand ,Ending Average Cost ,Ending Inv On-hand Value 
RP 91209,BPUT1,Charcoal Ashe Tray for the GCGC unit.,RPS - Replacement Parts,- No Department -,NAI,67,$0.00 ,$0.00 ,,,,,,,,,,,67,$0.00 ,$0.00 
RP 91211,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,50,$0.00 ,$0.00 ,,,,,,,,,,,50,$0.00 ,$0.00 
RP 91213,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,493,$0.02 ,$9.01 ,0,351,351,$7.02 ,,7,0,7,$0.14 ,10/15/2021,837,$0.02 ,$15.89 
RP 91215,BPUT1,RP 91215 1841 & 1819 Tool Hanging Rack,- No Class -,- No Department -,NAI,23,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,1,1,$0.00 ,,22,$0.00 ,$0.00 
RP 91216,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,152,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,20,20,$0.00 ,,132,$0.00 ,$0.00 
RP 91217,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,119,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,19,20,$0.00 ,10/13/2021,99,$0.00 ,$0.00 
RP 91218,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,100,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/21/2021,99,$0.00 ,$0.00 
RP 91219,BPUT1,RP 91219 Grill Grate Lifter for GCGC,RPS - Replacement Parts,- No Department -,NAI,149,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,42,42,$0.00 ,,107,$0.00 ,$0.00 
RP 91220,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,2,$0.00 ,$0.00 ,0,14,14,$0.00 ,,0,2,2,$0.00 ,,14,$0.00 ,$0.00 
RP 91226,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,123,$0.00 ,$0.00 ,0,0,0,$0.00 ,,3,9,12,$0.00 ,10/13/2021,111,$0.00 ,$0.00 
RP 91235,BPUT1,RP 91235 GCGC Front Logo Panel,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,20,20,$0.00 ,,0,0,0,$0.00 ,,20,$0.00 ,$0.00 
RP 91235,Transit,RP 91235 GCGC Front Logo Panel,RPS - Replacement Parts,- No Department -,NAI,20,$0.00 ,$0.00 ,10,0,10,$0.00 ,10/16/2021,0,20,20,$0.00 ,,10,$0.00 ,$0.00 
RP 91237,Transit,RP 91237 GCGC Orange Front Panel,RPS - Replacement Parts,- No Department -,NAI,10,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,10,10,$0.00 ,,0,$0.00 ,$0.00 
RP 91237,BPUT1,RP 91237 GCGC Orange Front Panel,RPS - Replacement Parts,- No Department -,NAI,1,$0.00 ,$0.00 ,0,10,10,$0.00 ,,0,0,0,$0.00 ,,11,$0.00 ,$0.00 
RP 91301,BPUT1,RP 91301 - 1945 Main Body Assembly,- No Class -,- No Department -,NAI,22,$0.00 ,$0.00 ,0,2,2,$0.00 ,,0,2,2,$0.00 ,,22,$0.00 ,$0.00 
RP 91303,BPUT1,RP 91303 - 1945 Side Shelf,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,,,,,,,,,,,30,$0.00 ,$0.00 
RP 91304,BPUT1,RP 91304 -- 1945 Right Leg Assembly,- No Class -,- No Department -,NAI,21,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,3,4,$0.00 ,10/14/2021,17,$0.00 ,$0.00 
RP 91305,BPUT1,RP 91305 -- 1945 Left Leg Assembly,- No Class -,- No Department -,NAI,16,$0.00 ,$0.00 ,0,3,3,$0.00 ,,1,0,1,$0.00 ,10/14/2021,18,$0.00 ,$0.00 
RP 91308,BPUT1,RP 91308 -- 1945 Griddle Top,- No Class -,- No Department -,NAI,38,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/14/2021,37,$0.00 ,$0.00 
RP 91309,BPUT1,RP 91309 -- 1945 Hood Handle Grommet,- No Class -,- No Department -,NAI,36,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,6,6,$0.00 ,,30,$0.00 ,$0.00 
RP 91311,BPUT1,RP 91311 -- 1945 Round Hood Handle,- No Class -,- No Department -,NAI,54,$0.00 ,$0.00 ,0,3,3,$0.00 ,,2,0,2,$0.00 ,10/21/2021,55,$0.00 ,$0.00 
RP 91312,BPUT1,RP 91312 -- 1945 Gas Rail and Valve Assembly,- No Class -,- No Department -,NAI,40,$0.00 ,$0.00 ,,,,,,,,,,,40,$0.00 ,$0.00 
RP 91337,BPUT1,RP 91337 Chrome Igniter Button,RPS - Replacement Parts,- No Department -,NAI,"1,535",$0.00 ,$0.00 ,0,0,0,$0.00 ,,3,0,3,$0.00 ,10/19/2021,"1,532",$0.00 ,$0.00 
RP 91501,BPUT1,RP 91501- 1855-Stripped Base,RPS - Replacement Parts,- No Department -,NAI,3,$0.00 ,$0.00 ,,,,,,,,,,,3,$0.00 ,$0.00 
RP 91502,BPUT1,RP 91502-1855 Bottom Shelf,RPS - Replacement Parts,- No Department -,NAI,109,$0.00 ,$0.00 ,,,,,,,,,,,109,$0.00 ,$0.00 
RP 91503,BPUT1,RP 91503-1855 Ride Side Shelf,RPS - Replacement Parts,- No Department -,NAI,25,$0.00 ,$0.00 ,,,,,,,,,,,25,$0.00 ,$0.00 
RP 91504,BPUT1,RP 91504-1855 Right Leg Set,RPS - Replacement Parts,- No Department -,NAI,23,$0.00 ,$0.00 ,,,,,,,,,,,23,$0.00 ,$0.00 
RP 91505,BPUT1,RP 91505- 1855 Left Leg Set,RPS - Replacement Parts,- No Department -,NAI,23,$0.00 ,$0.00 ,,,,,,,,,,,23,$0.00 ,$0.00 
RP 91506,BPUT2,91506-1855 Griddle Hood,RPS - Replacement Parts,- No Department -,NAI,42,$0.00 ,$0.00 ,,,,,,,,,,,42,$0.00 ,$0.00 
RP 91506,BPUT1,91506-1855 Griddle Hood,RPS - Replacement Parts,- No Department -,NAI,8,$0.00 ,$0.00 ,,,,,,,,,,,8,$0.00 ,$0.00 
RP 91507,BPUT1,RP 91507-1855 Wheel Assemble Grey,RPS - Replacement Parts,- No Department -,NAI,956,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,906,906,$0.00 ,,50,$0.00 ,$0.00 
RP 91508,BPUT1,RP 91508- 1855 Hood Handle,RPS - Replacement Parts,- No Department -,NAI,240,$0.00 ,$0.00 ,0,38,38,$0.00 ,,3,0,3,$0.00 ,10/14/2021,275,$0.00 ,$0.00 
RP 91509,BPUT1,RP 91509-1855 Left Side Shelf,RPS - Replacement Parts,- No Department -,NAI,25,$0.00 ,$0.00 ,,,,,,,,,,,25,$0.00 ,$0.00 
RP 91512,BPUT1,RP 91512 3-Burner Gas Rail,RPS - Replacement Parts,- No Department -,NAI,15,$0.00 ,$0.00 ,0,3,3,$0.00 ,,0,0,0,$0.00 ,,18,$0.00 ,$0.00 
RP 91513,BPUT1,RP 91513- 1855 Lower Fastener Grey,RPS - Replacement Parts,- No Department -,NAI,20,$0.00 ,$0.00 ,0,5,5,$0.00 ,,0,0,0,$0.00 ,,25,$0.00 ,$0.00 
RP 91514,BPUT1,RP 91514-1855 Upper Hanger Grey,RPS - Replacement Parts,- No Department -,NAI,20,$0.00 ,$0.00 ,0,5,5,$0.00 ,,0,0,0,$0.00 ,,25,$0.00 ,$0.00 
RP 91516,BPUT1,RP 91516-1855 Burner Tube,RPS - Replacement Parts,- No Department -,NAI,66,$0.00 ,$0.00 ,0,1,1,$0.00 ,,4,0,4,$0.00 ,10/21/2021,63,$0.00 ,$0.00 
RP 91517,BPUT1,RP 91517 Paper Towel Bracket,RPS - Replacement Parts,- No Department -,NAI,46,$0.00 ,$0.00 ,0,44,44,$0.00 ,,0,0,0,$0.00 ,,90,$0.00 ,$0.00 
RP 91518,BPUT1,RP 91518- 1855 Hardware Pack,RPS - Replacement Parts,- No Department -,NAI,328,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,257,257,$0.00 ,,71,$0.00 ,$0.00 
RP 91519,BPUT1,RP 91519- 1855 Piezo Igniter Valve,RPS - Replacement Parts,- No Department -,NAI,47,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,0,0,$0.00 ,,48,$0.00 ,$0.00 
RP 91520,BPUT1,RP 91520- 1855 Side Shelf Peg,RPS - Replacement Parts,- No Department -,NAI,"2,309",$0.01 ,$21.85 ,0,0,0,$0.00 ,,238,47,285,$2.82 ,10/22/2021,"2,024",$0.01 ,$19.03 
RP 91521,BPUT1,RP 91521 1855 Peg WASHER,RPS - Replacement Parts,- No Department -,NAI,250,$0.00 ,$0.00 ,0,"3,960","3,960",$0.00 ,,69,0,69,$0.00 ,10/22/2021,"4,141",$0.00 ,$0.00 
RP 91522,BPUT1,RP 91522-1855 Igniter Wires,RPS - Replacement Parts,- No Department -,NAI,991,$0.00 ,$0.00 ,,,,,,,,,,,991,$0.00 ,$0.00 
RP 91524,BPUT1,RP 91524 1855 Griddle Top (Not the same as 1845),RPS - Replacement Parts,- No Department -,NAI,52,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,2,2,$0.00 ,,50,$0.00 ,$0.00 
RP 91531,BPUT1,"RP 91531, 1858 Logo Front Panel",RPS - Replacement Parts,- No Department -,NAI,1,$0.00 ,$0.00 ,,,,,,,,,,,1,$0.00 ,$0.00 
RP 91532,BPUT1,RP 91532-1855 Plastic End Cap for Leg Grey,RPS - Replacement Parts,- No Department -,NAI,900,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,900,900,$0.00 ,,0,$0.00 ,$0.00 
RP 91534,BPUT1,"RP 91534, 1858 Stripped Base",RPS - Replacement Parts,- No Department -,NAI,4,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/4/2021,3,$0.00 ,$0.00 
RP 91536,BPUT1,"RP 91536, 1858 Front Panel",RPS - Replacement Parts,- No Department -,NAI,9,$0.00 ,$0.00 ,0,5,5,$0.00 ,,1,0,1,$0.00 ,10/12/2021,13,$0.00 ,$0.00 
RP 91537,Transit,"RP 91537, 1858 28"" Grey Hood",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,8,0,8,$0.00 ,10/16/2021,0,0,0,$0.00 ,,8,$0.00 ,$0.00 
RP 91538,BPUT1,"RP 91538, 1858 Long Hood Bracket",RPS - Replacement Parts,- No Department -,NAI,100,$0.00 ,$0.00 ,,,,,,,,,,,100,$0.00 ,$0.00 
RP 91539,BPUT1,"RP 91539, 1858 Short Hood Bracket",RPS - Replacement Parts,- No Department -,NAI,81,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,1,1,$0.00 ,,80,$0.00 ,$0.00 
RP 91540,BPUT1,"RP 91540, 1858 Long Neck SS Screw",RPS - Replacement Parts,- No Department -,NAI,19,$0.00 ,$0.00 ,0,3,3,$0.00 ,,6,0,6,$0.00 ,10/7/2021,16,$0.00 ,$0.00 
RP 91541,BPUT1,"RP 91541, 1858 Short Neck SS Screw",RPS - Replacement Parts,- No Department -,NAI,4,$0.00 ,$0.00 ,0,"1,266","1,266",$0.00 ,,7,0,7,$0.00 ,10/7/2021,"1,263",$0.00 ,$0.00 
RP 91542,BPUT1,"RP 91542, 1858 Small Hood Washer",RPS - Replacement Parts,- No Department -,NAI,123,$0.00 ,$0.00 ,,,,,,,,,,,123,$0.00 ,$0.00 
RP 91543,BPUT1,"RP 91543, 1858 Large Hood Washer",RPS - Replacement Parts,- No Department -,NAI,451,$0.00 ,$0.00 ,0,14,14,$0.00 ,,47,0,47,$0.00 ,10/21/2021,418,$0.00 ,$0.00 
RP 91544,BPUT1,"RP 91544, 1820, 1858 Hood Handle Screws",RPS - Replacement Parts,- No Department -,NAI,"1,154",$0.00 ,$0.00 ,0,0,0,$0.00 ,,10,26,36,$0.00 ,10/21/2021,"1,118",$0.00 ,$0.00 
RP 91545,BPUT1,"RP 91545, 1820, 1858 Hood Handle Insulating Plates",RPS - Replacement Parts,- No Department -,NAI,705,$0.00 ,$0.00 ,0,0,0,$0.00 ,,6,31,37,$0.00 ,10/21/2021,668,$0.00 ,$0.00 
RP 91546,BPUT1,"RP 91546, 1858 Bottom Shelf",RPS - Replacement Parts,- No Department -,NAI,19,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,1,1,$0.00 ,,18,$0.00 ,$0.00 
RP 91547,Transit,"RP 91547, 1858 Left Side Shelf",RPS - Replacement Parts,- No Department -,NAI,8,$0.00 ,$0.00 ,,,,,,,,,,,8,$0.00 ,$0.00 
RP 91548,Transit,"RP 91548, 1858 Right Side Shelf",RPS - Replacement Parts,- No Department -,NAI,2,$0.00 ,$0.00 ,,,,,,,,,,,2,$0.00 ,$0.00 
RP 91548,BPUT1,"RP 91548, 1858 Right Side Shelf",RPS - Replacement Parts,- No Department -,NAI,7,$0.00 ,$0.00 ,0,3,3,$0.00 ,,3,0,3,$0.00 ,10/22/2021,7,$0.00 ,$0.00 
RP 91549,BPUT1,"RP 91549, 1858 Left Leg Set",RPS - Replacement Parts,- No Department -,NAI,32,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/8/2021,31,$0.00 ,$0.00 
RP 91550,BPUT1,"RP 91550,1858 Right Leg Set",RPS - Replacement Parts,- No Department -,NAI,3,$0.00 ,$0.00 ,,,,,,,,,,,3,$0.00 ,$0.00 
RP 91551,BPUT1,"RP 91551, 1858 Left Side Panel",RPS - Replacement Parts,- No Department -,NAI,8,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/19/2021,7,$0.00 ,$0.00 
RP 91553,BPUT1,"RP 91553, 1858 Back Panel",RPS - Replacement Parts,- No Department -,NAI,84,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,80,80,$0.00 ,,4,$0.00 ,$0.00 
RP 91554,BPUT1,"RP 91554, 1858 Wire Shelf",RPS - Replacement Parts,- No Department -,NAI,22,$0.00 ,$0.00 ,0,2,2,$0.00 ,,2,0,2,$0.00 ,10/14/2021,22,$0.00 ,$0.00 
RP 91556,BPUT1,"RP 91556, 1858 Right Cabinet Door",RPS - Replacement Parts,- No Department -,NAI,6,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/20/2021,5,$0.00 ,$0.00 
RP 91557,BPUT1,"RP 91557, 1858 Small Grey Hood Handle",RPS - Replacement Parts,- No Department -,NAI,200,$0.00 ,$0.00 ,0,0,0,$0.00 ,,7,175,182,$0.00 ,10/21/2021,18,$0.00 ,$0.00 
RP 91558,BPUT1,"RP 91558, 1820, 1858 Grey Cabinet Handles",RPS - Replacement Parts,- No Department -,NAI,34,$0.00 ,$0.00 ,0,1,1,$0.00 ,,2,0,2,$0.00 ,10/22/2021,33,$0.00 ,$0.00 
RP 91559,BPUT1,"RP 91559, 1858 Grey Pivot Paper Towel Holder",RPS - Replacement Parts,- No Department -,NAI,121,$0.00 ,$0.00 ,0,47,47,$0.00 ,,6,0,6,$0.00 ,10/21/2021,162,$0.00 ,$0.00 
RP 91560,BPUT1,"RP 91560, 1858 Small Waste Bag Holder",RPS - Replacement Parts,- No Department -,NAI,23,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,2,4,$0.00 ,10/14/2021,19,$0.00 ,$0.00 
RP 91565,BPUT1,1858 Hardware Pack RP 91565,RPS - Replacement Parts,- No Department -,NAI,67,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,4,6,$0.00 ,10/22/2021,61,$0.00 ,$0.00 
RP 91601,BPUT1,RP 91601 1868 Griddle Body Unit Assembly,RPS - Replacement Parts,- No Department -,NAI,7,$193.01 ,"$1,351.07 ",,,,,,,,,,,7,$193.01 ,"$1,351.07 "
RP 91601,BPUT2,RP 91601 1868 Griddle Body Unit Assembly,RPS - Replacement Parts,- No Department -,NAI,6,$193.01 ,"$1,158.06 ",,,,,,,,,,,6,$193.01 ,"$1,158.06 "
RP 91603,BPUT1,"RP 91603, 1868 Left Side Shelf assembly",RPS - Replacement Parts,- No Department -,NAI,54,$8.02 ,$433.08 ,0,0,0,$0.00 ,,4,0,4,$32.08 ,10/14/2021,50,$8.02 ,$401.00 
RP 91604,BPUT1,RP 91604 Right Side Shelf,RPS - Replacement Parts,- No Department -,NAI,17,$6.44 ,$109.48 ,0,0,0,$0.00 ,,3,0,3,$19.32 ,10/14/2021,14,$6.44 ,$90.16 
RP 91605,Transit,RP 91605 Left Leg Assembly,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,100,0,100,$0.00 ,10/19/2021,0,0,0,$0.00 ,,100,$0.00 ,$0.00 
RP 91606,Transit,RP 91606 1868 Hood,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,50,0,50,$0.00 ,10/18/2021,0,0,0,$0.00 ,,50,$0.00 ,$0.00 
RP 91607,BPUT1,RP 91607 Right Leg Assembly,RPS - Replacement Parts,- No Department -,NAI,14,$4.91 ,$68.74 ,,,,,,,,,,,14,$4.91 ,$68.74 
RP 91607,Transit,RP 91607 Right Leg Assembly,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,50,0,50,$245.50 ,10/19/2021,0,0,0,$0.00 ,,50,$4.91 ,$245.50 
RP 91609,BPUT1,RP 91609 H-burner for Air fryer,RPS - Replacement Parts,- No Department -,NAI,42,$3.92 ,$164.64 ,,,,,,,,,,,42,$3.92 ,$164.64 
RP 91612,BPUT1,RP 91612 1868 Gas Rail & Valves,RPS - Replacement Parts,- No Department -,NAI,12,$15.05 ,$180.60 ,0,0,0,$0.00 ,,7,0,7,$105.35 ,10/14/2021,5,$15.05 ,$75.25 
RP 91614,BPUT1,RP 91614 Propane Tank Hanger,RPS - Replacement Parts,- No Department -,NAI,48,$0.25 ,$12.00 ,0,0,0,$0.00 ,,1,6,7,$1.75 ,10/15/2021,41,$0.25 ,$10.25 
RP 91615,BPUT1,RP 91615 Motor assembly,RPS - Replacement Parts,- No Department -,NAI,101,$9.21 ,$930.45 ,0,0,0,$0.00 ,,2,0,2,$18.42 ,10/14/2021,99,$9.21 ,$912.03 
RP 91615,Transit,RP 91615 Motor assembly,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,15,0,15,$0.00 ,10/19/2021,0,0,0,$0.00 ,,15,$0.00 ,$0.00 
RP 91616,BPUT1,RP 91616 Tubular burner for gas griddle,RPS - Replacement Parts,- No Department -,NAI,42,$2.05 ,$86.10 ,,,,,,,,,,,42,$2.05 ,$86.10 
RP 91617,Transit,PIP-DO NOT ORDER(Was 1868 Regulator)Order RP 90017,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,50,0,50,$0.00 ,10/19/2021,0,0,0,$0.00 ,,50,$0.00 ,$0.00 
RP 91618,BPUT1,RP 91618 Hardware Pack 1868,RPS - Replacement Parts,- No Department -,NAI,53,$4.55 ,$241.15 ,0,0,0,$0.00 ,,10,0,10,$45.50 ,10/18/2021,43,$4.55 ,$195.65 
RP 91620,BPUT1,PIP-DO NOT ORDER(Was 1868 Igniter Box)Order RP 90920,RPS - Replacement Parts,- No Department -,NAI,48,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,48,48,$0.00 ,,0,$0.00 ,$0.00 
RP 91628,Transit,RP 91628 Drawer Assembly & Drawer Handle,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,50,0,50,$0.00 ,10/18/2021,0,0,0,$0.00 ,,50,$0.00 ,$0.00 
RP 91630,BPUT1,RP 91630 Drawer Trivet,RPS - Replacement Parts,- No Department -,NAI,2,$0.97 ,$1.94 ,0,21,21,$20.37 ,,8,0,8,$7.76 ,10/14/2021,15,$0.97 ,$14.55 
RP 91630,Transit,RP 91630 Drawer Trivet,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,30,0,30,$0.00 ,10/19/2021,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 91630,HQ,RP 91630 Drawer Trivet,RPS - Replacement Parts,- No Department -,NAI,21,$0.97 ,$20.36 ,,,,,,,,,,,21,$0.97 ,$20.36 
RP 91631,BPUT1,RP 91631 1868 Drawer Front panel,RPS - Replacement Parts,- No Department -,NAI,13,$0.90 ,$11.70 ,0,0,0,$0.00 ,,5,0,5,$4.50 ,10/15/2021,8,$0.90 ,$7.20 
RP 91631,Transit,RP 91631 1868 Drawer Front panel,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,30,0,30,$0.00 ,10/19/2021,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 91632,Returns Received,RP 91632 1868 Drawer Handle,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,3,3,$0.00 ,,0,3,3,$0.00 ,,0,$0.00 ,$0.00 
RP 91632,BPUT1,RP 91632 1868 Drawer Handle,RPS - Replacement Parts,- No Department -,NAI,264,$0.00 ,$0.00 ,0,23,23,$0.00 ,,21,0,21,$0.00 ,10/21/2021,266,$0.00 ,$0.00 
RP 91632,Transit,RP 91632 1868 Drawer Handle,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,30,0,30,$0.00 ,10/19/2021,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 91633,BPUT1,RP 91633 Power Cord Bracket,RPS - Replacement Parts,- No Department -,NAI,51,$0.16 ,$7.92 ,0,0,0,$0.00 ,,1,0,1,$0.16 ,10/5/2021,50,$0.16 ,$7.76 
RP 91633,Transit,RP 91633 Power Cord Bracket,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,30,0,30,$0.00 ,10/19/2021,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 91634,BPUT1,RP 91634 Air Fryer Control Knob Bezel,RPS - Replacement Parts,- No Department -,NAI,45,$0.47 ,$21.15 ,0,0,0,$0.00 ,,1,0,1,$0.47 ,10/13/2021,44,$0.47 ,$20.68 
RP 91636,BPUT1,RP 91636 Lid Handle (1pc) & Lid Handle Bezel (2pcs),RPS - Replacement Parts,- No Department -,NAI,32,$3.69 ,$118.08 ,0,0,0,$0.00 ,,4,0,4,$14.76 ,10/14/2021,28,$3.69 ,$103.32 
RP 91637,BPUT1,RP 91637 1868 Front-Right/Back-Left Shelf Brackets,RPS - Replacement Parts,- No Department -,NAI,1,$0.07 ,$0.07 ,0,60,60,$0.00 ,,45,0,45,$0.03 ,10/15/2021,16,$0.00 ,$0.04 
RP 91637,Transit,RP 91637 1868 Front-Right/Back-Left Shelf Brackets,RPS - Replacement Parts,- No Department -,NAI,60,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,60,60,$0.00 ,,0,$0.00 ,$0.00 
RP 91638,Transit,RP 91638 1868 Front-Left/Back-Right shelf brackets,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,60,0,60,$0.00 ,10/18/2021,0,0,0,$0.00 ,,60,$0.00 ,$0.00 
RP 91641,BPUT1,RP 91641 Washer,RPS - Replacement Parts,- No Department -,NAI,84,$0.01 ,$0.84 ,,,,,,,,,,,84,$0.01 ,$0.84 
RP 91642,Transit,RP 91642 Lid Spacers,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,200,0,200,$0.00 ,10/18/2021,0,0,0,$0.00 ,,200,$0.00 ,$0.00 
RP 91643,BPUT1,RP 91643 M6 Step Bolts,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,8,8,$0.00 ,,0,0,0,$0.00 ,,8,$0.00 ,$0.00 
RP 91643,Transit,RP 91643 M6 Step Bolts,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,230,0,230,$0.00 ,10/19/2021,0,0,0,$0.00 ,,230,$0.00 ,$0.00 
RP 91644,BPUT1,RP 91644 M5X15mm Screw,RPS - Replacement Parts,- No Department -,NAI,50,$0.01 ,$0.43 ,,,,,,,,,,,50,$0.01 ,$0.43 
RP 91644,Transit,RP 91644 M5X15mm Screw,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,30,0,30,$0.00 ,10/19/2021,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 91647,BPUT1,RP 91647 M6X15mm Screw,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,31,31,$0.93 ,,0,0,0,$0.00 ,,31,$0.03 ,$0.93 
RP 91648,BPUT1,RP 91648 M6 Thumbscrew,RPS - Replacement Parts,- No Department -,NAI,54,$0.26 ,$14.04 ,,,,,,,,,,,54,$0.26 ,$14.04 
RP 91649,Transit,RP 91649 M6X20mm Screw,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,530,0,530,$0.00 ,10/19/2021,0,0,0,$0.00 ,,530,$0.00 ,$0.00 
RP 91650,Transit,RP 91650 1868 Power Cord,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,30,0,30,$0.00 ,10/19/2021,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 91650,BPUT1,RP 91650 1868 Power Cord,RPS - Replacement Parts,- No Department -,NAI,51,$0.61 ,$31.12 ,0,0,0,$0.00 ,,2,0,2,$1.22 ,10/21/2021,49,$0.61 ,$29.90 
RP 91651,BPUT1,RP 91651 Motor Switch for 1868,RPS - Replacement Parts,- No Department -,NAI,67,$0.46 ,$31.15 ,0,1,1,$0.46 ,,1,0,1,$0.46 ,10/13/2021,67,$0.46 ,$31.15 
RP 91651,Transit,RP 91651 Motor Switch for 1868,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,30,0,30,$0.00 ,10/19/2021,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 91652,BPUT1,RP 91652 - Silicone Pan Fasteners,RPS - Replacement Parts,- No Department -,NAI,862,$0.42 ,$362.04 ,,,,,,,,,,,862,$0.42 ,$362.04 
RP 91701,BPUT1,"RP 91701, 1859 Stripped Base",RPS - Replacement Parts,- No Department -,NAI,13,$0.00 ,$0.00 ,,,,,,,,,,,13,$0.00 ,$0.00 
RP 91705,BPUT1,"RP 91705, 1859 Side Burner Hard Cover",RPS - Replacement Parts,- No Department -,NAI,29,$0.00 ,$0.00 ,,,,,,,,,,,29,$0.00 ,$0.00 
RP 91707,BPUT1,"RP 91707, 1859 Side Burner Grate",RPS - Replacement Parts,- No Department -,NAI,24,$0.00 ,$0.00 ,,,,,,,,,,,24,$0.00 ,$0.00 
RP 91708,BPUT1,"RP 91708, 1859 Griddle Top",RPS - Replacement Parts,- No Department -,NAI,4,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/5/2021,3,$0.00 ,$0.00 
RP 91711,BPUT1,RP 91711 -- 1892 Hexagonal Hood Handle,- No Class -,- No Department -,NAI,8,$0.00 ,$0.00 ,0,1,1,$0.00 ,,5,0,5,$0.00 ,10/13/2021,4,$0.00 ,$0.00 
