Day of Date Created,Name,Purchase Order,Ship Date,Item,Quantity,Destination,Requested Ship Date,Booked,Customer PO,Name,Expected Receipt Date,Status,unit_cost,Blanket PO
9/27/2021,VL (HK) LIMITED,PO17986,12/22/2021,5017,12410,,,,1825104212,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17987,11/22/2021,5017,4560,,,,1825104213,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17988,11/22/2021,5017,5600,,,,1825104214,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17989,1/1/2022,5017,6730,,,,1825104215,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17990,1/22/2022,5017,8900,,,,1825104216,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17991,2/1/2022,5017,6900,,,,1825104217,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17992,2/22/2022,5017,2930,,,,1825104218,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17993,10/4/2021,5017,11490,,,,1825104219,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17994,10/4/2021,5017,3000,,,,1825104220,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17995,10/7/2021,5017,3870,,,,1825104221,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17996,10/27/2021,5017,4820,,,,1825104222,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17997,11/6/2021,5017,4700,,,,1825104223,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17998,12/2/2021,5017,7530,,,,1825104224,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO17999,12/22/2021,5017,8190,,,,1825104225,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18000,11/6/2021,5017,5230,,,,1825104226,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18001,11/22/2021,5017,6120,,,,1825104227,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18002,1/1/2022,5017,8450,,,,1825104228,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18003,1/22/2022,5017,9050,,,,1825104229,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18004,2/1/2022,5017,11950,,,,1825104230,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18005,2/8/2022,5017,9250,,,,1825104231,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18006,10/4/2021,5017,10790,,,,1825104232,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18007,10/7/2021,5017,2810,,,,1825104233,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18008,10/7/2021,5017,3640,,,,1825104234,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18009,10/27/2021,5017,4530,,,,1825104235,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18010,12/2/2021,5017,6770,,,,1825104236,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18011,12/22/2021,5017,7380,,,,1825104237,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18012,11/22/2021,5017,5510,,,,1825104238,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18013,1/1/2022,5017,7620,,,,1825104239,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18014,1/1/2022,5017,8150,,,,1825104240,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18015,1/22/2022,5017,10770,,,,1825104241,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18016,2/8/2022,5017,8340,,,,1825104242,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18017,2/22/2022,5017,3540,,,,1825104243,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18018,10/4/2021,5017,9720,,,,1825104244,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18019,10/7/2021,5017,2540,,,,1825104245,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18020,9/29/2021,5017,3270,,,,1825104246,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18021,10/27/2021,5017,4090,,,,1825104247,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18022,11/6/2021,5017,4710,,,,1825104248,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18023,10/7/2021,5017,12590,,,,1825104249,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18024,12/2/2021,5017,5990,,,,1825104250,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18025,11/6/2021,5017,4480,,,,1825104251,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18026,11/22/2021,5017,5500,,,,1825104252,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18027,12/22/2021,5017,6180,,,,1825104253,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18028,1/1/2022,5017,6610,,,,1825104254,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18029,1/22/2022,5017,8740,,,,1825104255,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18030,2/1/2022,5017,6770,,,,1825104256,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18031,2/8/2022,5017,5500,,,,1825104257,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18032,10/27/2021,5017,3320,,,,1825104258,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18033,11/6/2021,5017,3820,,,,1825104259,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18034,12/2/2021,5017,3630,,,,1825104260,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18035,11/6/2021,5017,3900,,,,1825104261,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18036,11/22/2021,5017,3330,,,,1825104262,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18037,12/22/2021,5017,3740,,,,1825104263,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18038,12/22/2021,5017,3990,,,,1825104264,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18039,1/22/2022,5017,5280,,,,1825104265,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18040,2/1/2022,5017,4100,,,,1825104266,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18041,2/8/2022,5017,3330,,,,1825104267,WALMART IMPORT,10/11/2021,Pending Receipt,0.95,No
9/27/2021,VL (HK) LIMITED,PO18123,10/5/2021,5242,120,,,,1825104430,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18124,10/5/2021,5242,300,,,,1825104431,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18125,10/5/2021,5242,312,,,,1825104432,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18126,10/5/2021,5242,324,,,,1825104433,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18127,10/5/2021,5242,324,,,,1825104434,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18128,10/5/2021,5242,120,,,,1825104435,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18129,10/5/2021,5242,360,,,,1825104436,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18130,10/5/2021,5242,372,,,,1825104437,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18131,10/5/2021,5242,222,,,,1825104438,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18132,10/5/2021,5242,222,,,,1825104439,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18133,10/5/2021,5242,228,,,,1825104440,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18134,10/5/2021,5242,120,,,,1825104441,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18135,10/5/2021,5242,120,,,,1825104442,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18136,10/5/2021,5242,360,,,,1825104443,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18137,10/5/2021,5242,354,,,,1825104444,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18138,10/5/2021,5242,336,,,,1825104445,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18139,10/5/2021,5242,360,,,,1825104446,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18140,10/5/2021,5242,336,,,,1825104447,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18141,10/5/2021,5242,120,,,,1825104448,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18142,10/5/2021,5242,210,,,,1825104449,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18143,10/5/2021,5242,492,,,,6624878504,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18144,10/5/2021,5242,456,,,,6624878505,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18145,10/5/2021,5242,414,,,,6624878506,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18146,10/5/2021,5242,462,,,,6624878507,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18147,10/5/2021,5242,390,,,,6624878508,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18148,10/5/2021,5242,288,,,,6624878509,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18149,10/5/2021,5242,318,,,,6624878510,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18150,10/5/2021,5242,474,,,,6624878511,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18151,10/5/2021,5242,480,,,,6624878512,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18152,10/5/2021,5242,474,,,,6624878513,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18153,10/5/2021,5242,534,,,,6624878514,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18154,10/5/2021,5242,954,,,,6624878515,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18155,10/5/2021,5242,306,,,,6624878516,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18156,10/5/2021,5242,384,,,,6624878517,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18157,10/5/2021,5242,576,,,,6624878518,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18158,10/5/2021,5242,648,,,,6624878519,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18159,10/5/2021,5242,708,,,,6624878520,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18160,10/5/2021,5242,756,,,,6624878521,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18161,10/5/2021,5242,558,,,,6624878522,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18162,10/19/2021,5242,372,,,,6624878523,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18163,10/19/2021,5242,480,,,,6624878524,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18164,10/19/2021,5242,570,,,,6624878525,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18165,10/19/2021,5242,624,,,,6624878526,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18166,10/19/2021,5242,690,,,,6624878527,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18167,10/19/2021,5242,762,,,,6624878528,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18168,10/19/2021,5242,606,,,,6624878529,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18169,10/19/2021,5242,408,,,,6624878530,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18170,10/19/2021,5242,552,,,,6624878531,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18171,10/19/2021,5242,618,,,,6624878532,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18172,10/19/2021,5242,678,,,,6624878533,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18173,10/19/2021,5242,750,,,,6624878534,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18174,10/19/2021,5242,828,,,,6624878535,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18175,10/19/2021,5242,624,,,,6624878536,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18176,10/19/2021,5242,420,,,,6624878537,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18177,10/19/2021,5242,594,,,,6624878538,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18178,10/19/2021,5242,636,,,,6624878539,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18179,10/19/2021,5242,702,,,,6624878540,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18180,10/19/2021,5242,774,,,,6624878541,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18181,10/19/2021,5242,852,,,,6624878542,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18182,10/19/2021,5242,672,,,,6624878543,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18183,10/19/2021,5242,450,,,,6624878544,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18184,10/19/2021,5242,294,,,,6624878545,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18185,10/19/2021,5242,348,,,,6624878546,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18186,10/19/2021,5242,384,,,,6624878547,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18187,10/19/2021,5242,420,,,,6624878548,WALMART IMPORT,10/11/2021,Pending Receipt,2.9,No
9/27/2021,VL (HK) LIMITED,PO18188,12/27/2021,5285,624,,,,1825104268,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18189,12/8/2021,5285,438,,,,1825104269,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18190,12/22/2021,5285,510,,,,1825104270,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18191,1/19/2022,5285,678,,,,1825104271,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18192,2/2/2022,5285,702,,,,1825104272,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18193,2/16/2022,5285,750,,,,1825104273,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18194,3/2/2022,5285,990,,,,1825104274,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18195,3/16/2022,5285,414,,,,1825104275,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18196,10/13/2021,5285,1290,,,,1825104276,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18197,10/27/2021,5285,234,,,,1825104277,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18198,11/10/2021,5285,306,,,,1825104278,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18199,11/24/2021,5285,378,,,,1825104279,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18200,12/27/2021,5285,714,,,,1825104280,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18201,1/18/2022,5285,774,,,,1825104281,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18202,12/14/2021,5285,582,,,,1825104282,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18203,1/25/2022,5285,804,,,,1825104283,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18204,2/8/2022,5285,858,,,,1825104284,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18205,2/22/2022,5285,1134,,,,1825104285,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18206,3/8/2022,5285,876,,,,1825104286,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18207,3/22/2022,5285,372,,,,1825104287,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18208,10/5/2021,5285,1704,,,,1825104288,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18209,10/19/2021,5285,324,,,,1825104289,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18210,11/2/2021,5285,414,,,,1825104290,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18211,11/16/2021,5285,522,,,,1825104291,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18212,11/30/2021,5285,546,,,,1825104292,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18213,1/18/2022,5285,1428,,,,1825104293,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18214,12/11/2021,5285,528,,,,1825104294,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18215,12/25/2021,5285,648,,,,1825104295,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18216,2/5/2022,5285,774,,,,1825104296,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18217,2/19/2022,5285,1026,,,,1825104297,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18218,3/5/2022,5285,798,,,,1825104298,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18219,3/19/2022,5285,336,,,,1825104299,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18220,10/2/2021,5285,1908,,,,1825104300,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18221,10/16/2021,5285,348,,,,1825104301,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18222,10/30/2021,5285,444,,,,1825104302,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18223,11/13/2021,5285,558,,,,1825104303,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18224,11/27/2021,5285,546,,,,1825104304,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18225,12/27/2021,5285,870,,,,1825104305,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18226,1/18/2022,5285,942,,,,1825104306,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18227,12/4/2021,5285,606,,,,1825104307,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18228,12/18/2021,5285,708,,,,1825104308,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18229,1/29/2022,5285,978,,,,1825104309,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18230,2/12/2022,5285,1044,,,,1825104310,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18231,2/26/2022,5285,1380,,,,1825104311,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18232,3/12/2022,5285,1068,,,,1825104312,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18233,10/9/2021,5285,1788,,,,1825104313,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18234,10/23/2021,5285,330,,,,1825104314,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18235,11/6/2021,5285,426,,,,1825104315,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18236,11/22/2021,5300,344,,,,189495090,Lowes.com : Lowes IMPORT,10/11/2021,Pending Receipt,4.58,No
9/27/2021,VL (HK) LIMITED,PO18237,10/17/2021,5393,3435,,,,189495089,Lowes.com : Lowes IMPORT,10/11/2021,Pending Receipt,1.2,No
9/27/2021,VL (HK) LIMITED,PO18237,10/17/2021,5322,2400,,,,189495089,Lowes.com : Lowes IMPORT,10/11/2021,Pending Receipt,12.19,No
9/27/2021,VL (HK) LIMITED,PO18238,12/30/2021,5437,2838,,,,189495088,Lowes.com : Lowes IMPORT,10/11/2021,Pending Receipt,7.2,No
9/27/2021,VL (HK) LIMITED,PO18238,12/30/2021,5404,2868,,,,189495088,Lowes.com : Lowes IMPORT,6/27/2022,Pending Receipt,8.4,No
9/27/2021,VL (HK) LIMITED,PO18238,12/30/2021,5436,692,,,,189495088,Lowes.com : Lowes IMPORT,10/11/2021,Pending Receipt,9.44,No
9/27/2021,VL (HK) LIMITED,PO18239,11/20/2021,5285,522,,,,1825104316,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18240,12/27/2021,5285,786,,,,1825104317,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18241,1/18/2022,5285,852,,,,1825104318,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18242,12/14/2021,5285,636,,,,1825104319,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18243,1/25/2022,5285,876,,,,1825104320,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18244,2/8/2022,5285,942,,,,1825104321,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18245,2/22/2022,5285,1242,,,,1825104322,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18246,3/8/2022,5285,960,,,,1825104323,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
9/27/2021,VL (HK) LIMITED,PO18247,3/22/2022,5285,408,,,,1825104324,WALMART IMPORT,1/11/2022,Pending Receipt,5.64,No
